Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Facies","Facies","","1 / 1979 - 64 / 2018","","","","","http://link.springer.com/journal/10347","Journal"
"Plant Ecology","Plant Ecology","","1 / 1949 - 219 / 2018","","","","","http://link.springer.com/journal/11258","Journal"
"BioControl","BioControl","","1 / 1956 - 63 / 2018","","","","","http://link.springer.com/journal/10526","Journal"
"Data Science and Engineering","Data Science and Engineering","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41019","Journal"
"Research Involvement and Engagement","Research Involvement and Engagement","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40900","Journal"
"Nutrient Cycling in Agroecosystems","Nutrient Cycling in Agroecosystems","","1 / 1980 - 111 / 2018","","","","","http://link.springer.com/journal/10705","Journal"
"Health Research Policy and Systems","Health Research Policy and Systems","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/12961","Journal"
"Journal of Ophthalmic Inflammation and Infection","Journal of Ophthalmic Inflammation and Infection","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/12348","Journal"
"International Journal of Cognitive Therapy","International Journal of Cognitive Therapy","","","","","","","http://link.springer.com/journal/41811","Journal"
"Publizistik","Publizistik","","45 / 2000 - 63 / 2018","","","","","http://link.springer.com/journal/11616","Journal"
"Order","Order","","1 / 1985 - 35 / 2018","","","","","http://link.springer.com/journal/11083","Journal"
"Aggiornamenti CIO","Aggiornamenti CIO","","17 / 2011 - 19 / 2013","","","","","http://link.springer.com/journal/10351","Journal"
"Virus Genes","Virus Genes","","1 / 1988 - 54 / 2018","","","","","http://link.springer.com/journal/11262","Journal"
"Biological Invasions","Biological Invasions","","1 / 1999 - 20 / 2018","","","","","http://link.springer.com/journal/10530","Journal"
"Auto Tech Review","Auto Tech Review","","1 / 2012 - 6 / 2017","","","","","http://link.springer.com/journal/40112","Journal"
"Journal of Applied Volcanology","Journal of Applied Volcanology","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/13617","Journal"
"Acoustical Physics","Acoustical Physics","","46 / 2000 - 64 / 2018","","","","","http://link.springer.com/journal/11441","Journal"
"Zeitschrift für Psychodrama und Soziometrie","Zeitschrift für Psychodrama und Soziometrie","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/11620","Journal"
"Continental Philosophy Review","Continental Philosophy Review","","1 / 1968 - 51 / 2018","","","","","http://link.springer.com/journal/11007","Journal"
"Computational Brain & Behavior","Computational Brain & Behavior","","","","","","","http://link.springer.com/journal/42113","Journal"
"European Journal of Clinical Pharmacology","European Journal of Clinical Pharmacology","","1 / 1968 - 74 / 2018","","","","","http://link.springer.com/journal/228","Journal"
"Archive for History of Exact Sciences","Archive for History of Exact Sciences","","1 / 1960 - 72 / 2018","","","","","http://link.springer.com/journal/407","Journal"
"Cell Division","Cell Division","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/13008","Journal"
"Central European Journal of Operations Research","Central European Journal of Operations Research","","14 / 2006 - 26 / 2018","","","","","http://link.springer.com/journal/10100","Journal"
"Metabolic Brain Disease","Metabolic Brain Disease","","1 / 1986 - 33 / 2018","","","","","http://link.springer.com/journal/11011","Journal"
"Akupunktur & Aurikulomedizin","Akupunktur & Aurikulomedizin","","39 / 2013 - 44 / 2018","","","","","http://link.springer.com/journal/15009","Journal"
"The Journal of Membrane Biology","The Journal of Membrane Biology","","1 / 1969 - 251 / 2018","","","","","http://link.springer.com/journal/232","Journal"
"Radiation and Environmental Biophysics","Radiation and Environmental Biophysics","","1 / 1963 - 57 / 2018","","","","","http://link.springer.com/journal/411","Journal"
"Implementation Science","Implementation Science","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/13012","Journal"
"Business Research","Business Research","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/40685","Journal"
"Archiv der Mathematik","Archiv der Mathematik","","1 / 1948 - 110 / 2018","","","","","http://link.springer.com/journal/13","Journal"
"Urban Rail Transit","Urban Rail Transit","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40864","Journal"
"Environment Systems and Decisions","Environment Systems and Decisions","","1 / 1981 - 38 / 2018","","","","","http://link.springer.com/journal/10669","Journal"
"Indian Economic Review","Indian Economic Review","","52 / 2017","","","","","http://link.springer.com/journal/41775","Journal"
"International Journal of Sexuality and Gender Studies","International Journal of Sexuality and Gender Studies","","1 / 1996 - 7 / 2002","","","","","http://link.springer.com/journal/10848","Journal"
"gynäkologie + geburtshilfe","gynäkologie + geburtshilfe","","17 / 2012 - 23 / 2018","","","","","http://link.springer.com/journal/15013","Journal"
"Archaeologies","Archaeologies","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/11759","Journal"
"Global Social Welfare","Global Social Welfare","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40609","Journal"
"Current Treatment Options in Gastroenterology","Current Treatment Options in Gastroenterology","","1 / 1998 - 16 / 2018","","","","","http://link.springer.com/journal/11938","Journal"
"Flow, Turbulence and Combustion","Flow, Turbulence and Combustion","","1 / 1949 - 100 / 2018","","","","","http://link.springer.com/journal/10494","Journal"
"Il Cimento","Il Cimento","","1 / 1843 - 5 / 1847","","","","","http://link.springer.com/journal/11584","Journal"
"Journal of Mathematical Modelling and Algorithms in Operations Research","Journal of Mathematical Modelling and Algorithms in Operations Research","","1 / 2002 - 14 / 2015","","","","","http://link.springer.com/journal/10852","Journal"
"International Journal of Dharma Studies","International Journal of Dharma Studies","","1 / 2013 - 5 / 2017","","","","","http://link.springer.com/journal/40613","Journal"
"Physics of Metals and Metallography","Physics of Metals and Metallography","","101 / 2006 - 119 / 2018","","","","","http://link.springer.com/journal/11508","Journal"
"Bulletin of Engineering Geology and the Environment","Bulletin of Engineering Geology and the Environment","","1 / 1970 - 77 / 2018","","","","","http://link.springer.com/journal/10064","Journal"
"Médecine et Chirurgie du Pied","Médecine et Chirurgie du Pied","","20 / 2004 - 33 / 2017","","","","","http://link.springer.com/journal/10243","Journal"
"Japanese Journal of Statistics and Data Science","Japanese Journal of Statistics and Data Science","","","","","","","http://link.springer.com/journal/42081","Journal"
"Psychotherapie Forum","Psychotherapie Forum","","12 / 2004 - 22 / 2017","","","","","http://link.springer.com/journal/729","Journal"
"Reviews in Endocrine and Metabolic Disorders","Reviews in Endocrine and Metabolic Disorders","","1 / 2000 - 18 / 2017","","","","","http://link.springer.com/journal/11154","Journal"
"Evolutionary Intelligence","Evolutionary Intelligence","","1 / 2008 - 10 / 2017","","","","","http://link.springer.com/journal/12065","Journal"
"Constraints","Constraints","","1 / 1996 - 23 / 2018","","","","","http://link.springer.com/journal/10601","Journal"
"Arkiv för Matematik","Arkiv för Matematik","","1 / 1949 - 54 / 2016","","","","","http://link.springer.com/journal/11512","Journal"
"Probiotics and Antimicrobial Proteins","Probiotics and Antimicrobial Proteins","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12602","Journal"
"Maternal and Child Health Journal","Maternal and Child Health Journal","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10995","Journal"
"Journal of Commercial Biotechnology","Journal of Commercial Biotechnology","","9 / 2003 - 17 / 2011","","","","","http://link.springer.com/journal/41488","Journal"
"Il Nuovo Cimento (1895-1900)","Il Nuovo Cimento (1895-1900)","","1 / 1895 - 12 / 1900","","","","","http://link.springer.com/journal/40756","Journal"
"Immunome Research","Immunome Research","","1 / 2005 - 6 / 2010","","","","","http://link.springer.com/journal/12996","Journal"
"Journal of Nonverbal Behavior","Journal of Nonverbal Behavior","","1 / 1977 - 42 / 2018","","","","","http://link.springer.com/journal/10919","Journal"
"Journal of Derivatives & Hedge Funds","Journal of Derivatives & Hedge Funds","","11 / 2005 - 20 / 2014","","","","","http://link.springer.com/journal/41492","Journal"
"Il Nuovo Cimento (1924-1942)","Il Nuovo Cimento (1924-1942)","","1 / 1924 - 19 / 1942","","","","","http://link.springer.com/journal/40760","Journal"
"Cell Biology and Toxicology","Cell Biology and Toxicology","","1 / 1985 - 34 / 2018","","","","","http://link.springer.com/journal/10565","Journal"
"Geochemistry International","Geochemistry International","","44 / 2006 - 56 / 2018","","","","","http://link.springer.com/journal/11476","Journal"
"Journal of Applied Metalworking","Journal of Applied Metalworking","","1 / 1978 - 4 / 1985","","","","","http://link.springer.com/journal/12387","Journal"
"Chinese Journal of Integrative Medicine","Chinese Journal of Integrative Medicine","","1 / 1995 - 24 / 2018","","","","","http://link.springer.com/journal/11655","Journal"
"Behaviormetrika","Behaviormetrika","","44 / 2017 - 45 / 2018","","","","","http://link.springer.com/journal/41237","Journal"
"Economic Theory Bulletin","Economic Theory Bulletin","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40505","Journal"
"Bioanalytical Reviews","Bioanalytical Reviews","","1 / 2010 - 4 / 2012","","","","","http://link.springer.com/journal/12566","Journal"
"Bio tribune magazine","Bio tribune magazine","","1 / 2001 - 41 / 2011","","","","","http://link.springer.com/journal/11834","Journal"
"Herald of the Russian Academy of Sciences","Herald of the Russian Academy of Sciences","","76 / 2006 - 88 / 2018","","","","","http://link.springer.com/journal/11480","Journal"
"Innovative Infrastructure Solutions","Innovative Infrastructure Solutions","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41062","Journal"
"Current Psychological Reviews","Current Psychological Reviews","","1 / 1981 - 2 / 1982","","","","","http://link.springer.com/journal/12391","Journal"
"Applied Cancer Research","Applied Cancer Research","","36 / 2016 - 38 / 2018","","","","","http://link.springer.com/journal/41241","Journal"
"Mycopathologia","Mycopathologia","","1 / 1938 - 183 / 2018","","","","","http://link.springer.com/journal/11046","Journal"
"European Orthopaedics and Traumatology","European Orthopaedics and Traumatology","","1 / 2011 - 6 / 2015","","","","","http://link.springer.com/journal/12570","Journal"
"Studia Logica","Studia Logica","","1 / 1953 - 106 / 2018","","","","","http://link.springer.com/journal/11225","Journal"
"Environmental Management","Environmental Management","","1 / 1977 - 61 / 2018","","","","","http://link.springer.com/journal/267","Journal"
"Acta Analytica","Acta Analytica","","17 / 2002 - 33 / 2018","","","","","http://link.springer.com/journal/12136","Journal"
"Journal of Inequalities and Applications","Journal of Inequalities and Applications","","2005 / 2005 - 2018 / 2018","","","","","http://link.springer.com/journal/13660","Journal"
"Distributed Computing","Distributed Computing","","1 / 1986 - 31 / 2018","","","","","http://link.springer.com/journal/446","Journal"
"Journal of Foot and Ankle Research","Journal of Foot and Ankle Research","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/13047","Journal"
"NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin","NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin","","1 / 1993 - 26 / 2018","","","","","http://link.springer.com/journal/48","Journal"
"Indian Journal of Pure and Applied Mathematics","Indian Journal of Pure and Applied Mathematics","","41 / 2010 - 49 / 2018","","","","","http://link.springer.com/journal/13226","Journal"
"Sustainable Water Resources Management","Sustainable Water Resources Management","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40899","Journal"
"Natural Language Semantics","Natural Language Semantics","","1 / 1992 - 26 / 2018","","","","","http://link.springer.com/journal/11050","Journal"
"Irrigation Science","Irrigation Science","","1 / 1979 - 36 / 2018","","","","","http://link.springer.com/journal/271","Journal"
"East Asia","East Asia","","1 / 1982 - 35 / 2018","","","","","http://link.springer.com/journal/12140","Journal"
"Computer Science - Research and Development","Computer Science - Research and Development","","10 / 1995 - 33 / 2018","","","","","http://link.springer.com/journal/450","Journal"
"Head & Neck Oncology","Head & Neck Oncology","","1 / 2009 - 4 / 2012","","","","","http://link.springer.com/journal/13051","Journal"
"Chinesische Medizin / Chinese Medicine","Chinesische Medizin / Chinese Medicine","","24 / 2009 - 33 / 2018","","","","","http://link.springer.com/journal/52","Journal"
"Paladyn","Paladyn","","1 / 2010 - 3 / 2012","","","","","http://link.springer.com/journal/13230","Journal"
"Journal of Economic Growth","Journal of Economic Growth","","1 / 1996 - 23 / 2018","","","","","http://link.springer.com/journal/10887","Journal"
"Computational Cognitive Science","Computational Cognitive Science","","1 / 2015 - 2 / 2016","","","","","http://link.springer.com/journal/40469","Journal"
"ROBOMECH Journal","ROBOMECH Journal","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40648","Journal"
"Russian Aeronautics","Russian Aeronautics","","50 / 2007 - 60 / 2017","","","","","http://link.springer.com/journal/11977","Journal"
"BMC Psychiatry","BMC Psychiatry","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/12888","Journal"
"Complex Adaptive Systems Modeling","Complex Adaptive Systems Modeling","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40294","Journal"
"Journal of Engineering Physics and Thermophysics","Journal of Engineering Physics and Thermophysics","","8 / 1965 - 91 / 2018","","","","","http://link.springer.com/journal/10891","Journal"
"Current Behavioral Neuroscience Reports","Current Behavioral Neuroscience Reports","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40473","Journal"
"Journal of Digital Imaging","Journal of Digital Imaging","","1 / 1988 - 31 / 2018","","","","","http://link.springer.com/journal/10278","Journal"
"Spatial Cognition and Computation","Spatial Cognition and Computation","","1 / 1999 - 2 / 2000","","","","","http://link.springer.com/journal/11189","Journal"
"Agroforestry Systems","Agroforestry Systems","","1 / 1983 - 92 / 2018","","","","","http://link.springer.com/journal/10457","Journal"
"Russian Journal of Non-Ferrous Metals","Russian Journal of Non-Ferrous Metals","","48 / 2007 - 59 / 2018","","","","","http://link.springer.com/journal/11981","Journal"
"Journal of Soils and Sediments","Journal of Soils and Sediments","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/11368","Journal"
"Journal of Sustainable Metallurgy","Journal of Sustainable Metallurgy","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40831","Journal"
"Dreaming","Dreaming","","8 / 1998 - 13 / 2003","","","","","http://link.springer.com/journal/10636","Journal"
"Journal of Crop Science and Biotechnology","Journal of Crop Science and Biotechnology","","12 / 2009 - 21 / 2018","","","","","http://link.springer.com/journal/12892","Journal"
"The Chemist’s Section of the Cotton Oil Press","The Chemist’s Section of the Cotton Oil Press","","4 / 1920 - 8 / 1924","","","","","http://link.springer.com/journal/12279","Journal"
"International Journal of Environmental Research","International Journal of Environmental Research","","11 / 2017 - 12 / 2018","","","","","http://link.springer.com/journal/41742","Journal"
"La radiologia medica","La radiologia medica","","111 / 2006 - 123 / 2018","","","","","http://link.springer.com/journal/11547","Journal"
"Journal of Assisted Reproduction and Genetics","Journal of Assisted Reproduction and Genetics","","1 / 1984 - 35 / 2018","","","","","http://link.springer.com/journal/10815","Journal"
"Journal of Acupuncture and Tuina Science","Journal of Acupuncture and Tuina Science","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/11726","Journal"
"IMF Economic Review","IMF Economic Review","","1 / 1951 - 66 / 2018","","","","","http://link.springer.com/journal/41308","Journal"
"Arabian Journal for Science and Engineering","Arabian Journal for Science and Engineering","","36 / 2011 - 43 / 2018","","","","","http://link.springer.com/journal/13369","Journal"
"Space Debris","Space Debris","","1 / 1999 - 2 / 2000","","","","","http://link.springer.com/journal/11193","Journal"
"AIDS and Behavior","AIDS and Behavior","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10461","Journal"
"Environmental and Resource Economics","Environmental and Resource Economics","","1 / 1991 - 70 / 2018","","","","","http://link.springer.com/journal/10640","Journal"
"Technology Operation Management","Technology Operation Management","","2 / 2011 - 3 / 2012","","","","","http://link.springer.com/journal/13727","Journal"
"Sports Engineering","Sports Engineering","","6 / 2003 - 21 / 2018","","","","","http://link.springer.com/journal/12283","Journal"
"Augmented Human Research","Augmented Human Research","","1 / 2016 - 2 / 2017","","","","","http://link.springer.com/journal/41133","Journal"
"European Journal for Philosophy of Science","European Journal for Philosophy of Science","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13194","Journal"
"Mednet","Mednet","","4 / 2011 - 7 / 2014","","","","","http://link.springer.com/journal/12462","Journal"
"Iran Journal of Computer Science","Iran Journal of Computer Science","","1 / 2018","","","","","http://link.springer.com/journal/42044","Journal"
"International Politics Reviews","International Politics Reviews","","1 / 2013 - 5 / 2017","","","","","http://link.springer.com/journal/41312","Journal"
"Positivity","Positivity","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/11117","Journal"
"Gefässchirurgie","Gefässchirurgie","","2 / 1997 - 23 / 2018","","","","","http://link.springer.com/journal/772","Journal"
"Bulletin of Mathematical Sciences","Bulletin of Mathematical Sciences","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13373","Journal"
"The Astronomy and Astrophysics Review","The Astronomy and Astrophysics Review","","1 / 1989 - 26 / 2018","","","","","http://link.springer.com/journal/159","Journal"
"Neurocritical Care","Neurocritical Care","","1 / 2004 - 28 / 2018","","","","","http://link.springer.com/journal/12028","Journal"
"Coral Reefs","Coral Reefs","","1 / 1983 - 37 / 2018","","","","","http://link.springer.com/journal/338","Journal"
"Psychological Injury and Law","Psychological Injury and Law","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12207","Journal"
"Lettera Matematica Pristem","Lettera Matematica Pristem","","96 / 2016 - 2015 / 2015","","","","","http://link.springer.com/journal/10031","Journal"
"Journal of Innovation and Entrepreneurship","Journal of Innovation and Entrepreneurship","","1 / 2012 - 7 / 2018","","","","","http://link.springer.com/journal/13731","Journal"
"Prevention Science","Prevention Science","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/11121","Journal"
"Research in Engineering Design","Research in Engineering Design","","1 / 1989 - 29 / 2018","","","","","http://link.springer.com/journal/163","Journal"
"Medical Oncology","Medical Oncology","","1 / 1984 - 35 / 2018","","","","","http://link.springer.com/journal/12032","Journal"
"Transition Studies Review","Transition Studies Review","","11 / 2004 - 20 / 2013","","","","","http://link.springer.com/journal/11300","Journal"
"Neural Computing and Applications","Neural Computing and Applications","","1 / 1993 - 29 / 2018","","","","","http://link.springer.com/journal/521","Journal"
"BMC Nutrition","BMC Nutrition","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40795","Journal"
"Energy, Ecology and Environment","Energy, Ecology and Environment","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/40974","Journal"
"Integrated Assessment","Integrated Assessment","","1 / 2000 - 2 / 2001","","","","","http://link.springer.com/journal/10779","Journal"
"Economics of Disasters and Climate Change","Economics of Disasters and Climate Change","","1 / 2017 - 2 / 2018","","","","","http://link.springer.com/journal/41885","Journal"
"Journal of Mathematical Sciences","Journal of Mathematical Sciences","","1 / 1973 - 231 / 2018","","","","","http://link.springer.com/journal/10958","Journal"
"Air Quality, Atmosphere & Health","Air Quality, Atmosphere & Health","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/11869","Journal"
"Current Trauma Reports","Current Trauma Reports","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40719","Journal"
"Thrombosis Journal","Thrombosis Journal","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/12959","Journal"
"Journal of Cultural Cognitive Science","Journal of Cultural Cognitive Science","","1 / 2017","","","","","http://link.springer.com/journal/41809","Journal"
"Indo-Iranian Journal","Indo-Iranian Journal","","1 / 1957 - 51 / 2008","","","","","http://link.springer.com/journal/10783","Journal"
"Journal of Food Measurement and Characterization","Journal of Food Measurement and Characterization","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11694","Journal"
"Latino Studies","Latino Studies","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/41276","Journal"
"Friction","Friction","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40544","Journal"
"Revue de Synthèse","Revue de Synthèse","","67 / 1950 - 137 / 2016","","","","","http://link.springer.com/journal/11873","Journal"
"International Journal of Child Care and Education Policy","International Journal of Child Care and Education Policy","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/40723","Journal"
"Biochemical Genetics","Biochemical Genetics","","1 / 1967 - 56 / 2018","","","","","http://link.springer.com/journal/10528","Journal"
"Biophysics","Biophysics","","51 / 2006 - 63 / 2018","","","","","http://link.springer.com/journal/11439","Journal"
"Maxillofacial Plastic and Reconstructive Surgery","Maxillofacial Plastic and Reconstructive Surgery","","37 / 2015 - 40 / 2018","","","","","http://link.springer.com/journal/40902","Journal"
"GeoInformatica","GeoInformatica","","1 / 1997 - 22 / 2018","","","","","http://link.springer.com/journal/10707","Journal"
"Population Health Metrics","Population Health Metrics","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/12963","Journal"
"Zeitschrift für Erziehungswissenschaft","Zeitschrift für Erziehungswissenschaft","","3 / 2000 - 21 / 2018","","","","","http://link.springer.com/journal/11618","Journal"
"postmedieval","postmedieval","","1 / 2010 - 9 / 2018","","","","","http://link.springer.com/journal/41280","Journal"
"International Journal of Behavioral Medicine","International Journal of Behavioral Medicine","","1 / 1994 - 25 / 2018","","","","","http://link.springer.com/journal/12529","Journal"
"Oxidation of Metals","Oxidation of Metals","","1 / 1969 - 89 / 2018","","","","","http://link.springer.com/journal/11085","Journal"
"European Surgery","European Surgery","","1 / 1969 - 50 / 2018","","","","","http://link.springer.com/journal/10353","Journal"
"Biodegradation","Biodegradation","","1 / 1990 - 29 / 2018","","","","","http://link.springer.com/journal/10532","Journal"
"Cell Regeneration","Cell Regeneration","","1 / 2012 - 5 / 2016","","","","","http://link.springer.com/journal/13619","Journal"
"Mathematica Slovaca","Mathematica Slovaca","","57 / 2007 - 64 / 2014","","","","","http://link.springer.com/journal/12175","Journal"
"Astronomy Letters","Astronomy Letters","","26 / 2000 - 44 / 2018","","","","","http://link.springer.com/journal/11443","Journal"
"List Forum für Wirtschafts- und Finanzpolitik","List Forum für Wirtschafts- und Finanzpolitik","","31 / 2005 - 43 / 2017","","","","","http://link.springer.com/journal/41025","Journal"
"Geometriae Dedicata","Geometriae Dedicata","","1 / 1973 - 194 / 2018","","","","","http://link.springer.com/journal/10711","Journal"
"Zeitschrift für Management","Zeitschrift für Management","","1 / 2006 - 6 / 2011","","","","","http://link.springer.com/journal/12354","Journal"
"Nanotechnology for Environmental Engineering","Nanotechnology for Environmental Engineering","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41204","Journal"
"Methodology and Computing in Applied Probability","Methodology and Computing in Applied Probability","","1 / 1999 - 20 / 2018","","","","","http://link.springer.com/journal/11009","Journal"
"Optoelectronics Letters","Optoelectronics Letters","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/11801","Journal"
"Culture, Medicine, and Psychiatry","Culture, Medicine, and Psychiatry","","1 / 1977 - 42 / 2018","","","","","http://link.springer.com/journal/11013","Journal"
"Neuroradiology","Neuroradiology","","1 / 1970 - 60 / 2018","","","","","http://link.springer.com/journal/234","Journal"
"American Journal of Criminal Justice","American Journal of Criminal Justice","","1 / 1975 - 43 / 2018","","","","","http://link.springer.com/journal/12103","Journal"
"Radiation Oncology","Radiation Oncology","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/13014","Journal"
"Research in the Mathematical Sciences","Research in the Mathematical Sciences","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40687","Journal"
"Swiss Journal of Geosciences","Swiss Journal of Geosciences","","97 / 2004 - 111 / 2018","","","","","http://link.springer.com/journal/15","Journal"
"Technology and Economics of Smart Grids and Sustainable Energy","Technology and Economics of Smart Grids and Sustainable Energy","","1 / 2015 - 3 / 2018","","","","","http://link.springer.com/journal/40866","Journal"
"Lightweight Design worldwide","Lightweight Design worldwide","","10 / 2017 - 11 / 2018","","","","","http://link.springer.com/journal/41777","Journal"
"Journal of Consumer Protection and Food Safety","Journal of Consumer Protection and Food Safety","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/3","Journal"
"Im Focus Onkologie","Im Focus Onkologie","","15 / 2012 - 21 / 2018","","","","","http://link.springer.com/journal/15015","Journal"
"Fashion and Textiles","Fashion and Textiles","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40691","Journal"
"Approximation Theory and its Applications","Approximation Theory and its Applications","","5 / 1989 - 27 / 2011","","","","","http://link.springer.com/journal/10496","Journal"
"Journal of Dynamic Behavior of Materials","Journal of Dynamic Behavior of Materials","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40870","Journal"
"American Journal of Clinical Dermatology","American Journal of Clinical Dermatology","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/40257","Journal"
"Computing and Software for Big Science","Computing and Software for Big Science","","1 / 2017 - 2 / 2018","","","","","http://link.springer.com/journal/41781","Journal"
"Journal of Materials Science: Materials in Electronics","Journal of Materials Science: Materials in Electronics","","1 / 1990 - 29 / 2018","","","","","http://link.springer.com/journal/10854","Journal"
"Advances in Manufacturing","Advances in Manufacturing","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40436","Journal"
"Journal of Technology in Behavioral Science","Journal of Technology in Behavioral Science","","1 / 2017 - 3 / 2018","","","","","http://link.springer.com/journal/41347","Journal"
"Journal of Racial and Ethnic Health Disparities","Journal of Racial and Ethnic Health Disparities","","1 / 2014 - 5 / 2018","","","","","http://link.springer.com/journal/40615","Journal"
"Oncomagazine","Oncomagazine","","1 / 2007 - 5 / 2011","","","","","http://link.springer.com/journal/11944","Journal"
"Biology of Mood & Anxiety Disorders","Biology of Mood & Anxiety Disorders","","1 / 2011 - 5 / 2015","","","","","http://link.springer.com/journal/13587","Journal"
"Clinical Drug Investigation","Clinical Drug Investigation","","1 / 1989 - 38 / 2018","","","","","http://link.springer.com/journal/40261","Journal"
"Optimization Letters","Optimization Letters","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11590","Journal"
"Review of Quantitative Finance and Accounting","Review of Quantitative Finance and Accounting","","1 / 1991 - 50 / 2018","","","","","http://link.springer.com/journal/11156","Journal"
"Osteoporosis International","Osteoporosis International","","1 / 1991 - 29 / 2018","","","","","http://link.springer.com/journal/198","Journal"
"Transactions of the Royal Academy of Medicine in Ireland","Transactions of the Royal Academy of Medicine in Ireland","","1 / 1883 - 37 / 1919","","","","","http://link.springer.com/journal/12680","Journal"
"Journal of Consumer Policy","Journal of Consumer Policy","","1 / 1977 - 41 / 2018","","","","","http://link.springer.com/journal/10603","Journal"
"Tissue Engineering and Regenerative Medicine","Tissue Engineering and Regenerative Medicine","","9 / 2012 - 15 / 2018","","","","","http://link.springer.com/journal/13770","Journal"
"Wetlands","Wetlands","","1 / 1981 - 38 / 2018","","","","","http://link.springer.com/journal/13157","Journal"
"ProCare","ProCare","","13 / 2008 - 23 / 2018","","","","","http://link.springer.com/journal/735","Journal"
"Journal of Clinical Bioinformatics","Journal of Clinical Bioinformatics","","1 / 2011 - 5 / 2015","","","","","http://link.springer.com/journal/13336","Journal"
"Catalysis in Industry","Catalysis in Industry","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12604","Journal"
"Reviews in Fish Biology and Fisheries","Reviews in Fish Biology and Fisheries","","1 / 1991 - 28 / 2018","","","","","http://link.springer.com/journal/11160","Journal"
"Proceedings of the National Academy of Sciences, India Section A: Physical Sciences","Proceedings of the National Academy of Sciences, India Section A: Physical Sciences","","82 / 2012 - 88 / 2018","","","","","http://link.springer.com/journal/40010","Journal"
"Child's Nervous System","Child's Nervous System","","1 / 1985 - 34 / 2018","","","","","http://link.springer.com/journal/381","Journal"
"Virologica Sinica","Virologica Sinica","","22 / 2007 - 33 / 2018","","","","","http://link.springer.com/journal/12250","Journal"
"Renal Replacement Therapy","Renal Replacement Therapy","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/41100","Journal"
